"scientificName","catalogNumber","institutionCode","year","month","day","decimalLongitude","decimalLatitude"
"Nothofagus alpina (Poepp. & Endl.) Oerst.","262753029","iNaturalist",2025,2,5,-71.388989,-36.661932
"Nothofagus alpina (Poepp. & Endl.) Oerst.","261496819","iNaturalist",2025,2,12,-71.076113,-35.686314
"Nothofagus alpina (Poepp. & Endl.) Oerst.","262058355","iNaturalist",2025,2,14,-71.894424,-39.508164
"Nothofagus alpina (Poepp. & Endl.) Oerst.","261072792","iNaturalist",2024,11,12,-71.672825,-36.830972
"Nothofagus alpina (Poepp. & Endl.) Oerst.","260564459","iNaturalist",2025,1,15,-71.616128,-38.651394
"Nothofagus alpina (Poepp. & Endl.) Oerst.","260564495","iNaturalist",2025,1,15,-71.609489,-38.644822
"Nothofagus alpina (Poepp. & Endl.) Oerst.","260397700","iNaturalist",2025,1,11,-73.370125,-40.212728
"Nothofagus alpina (Poepp. & Endl.) Oerst.","260344395","iNaturalist",2025,1,10,-71.579658,-36.595104
"Nothofagus alpina (Poepp. & Endl.) Oerst.","260084906","iNaturalist",2025,1,10,-71.467982,-36.594725
"Nothofagus alpina (Poepp. & Endl.) Oerst.","259872243","iNaturalist",2024,12,12,-71.662329,-36.840666
"Nothofagus alpina (Poepp. & Endl.) Oerst.","259008704","iNaturalist",2024,12,4,-71.975319,-39.353731
"Nothofagus alpina (Poepp. & Endl.) Oerst.","258845165","iNaturalist",2025,1,13,-71.557027,-36.933253
"Nothofagus alpina (Poepp. & Endl.) Oerst.","258883694","iNaturalist",2025,1,6,-71.575783,-38.466938
"Nothofagus alpina (Poepp. & Endl.) Oerst.","256494001","iNaturalist",2024,12,28,-71.642822,-36.855792
"Nothofagus alpina (Poepp. & Endl.) Oerst.","104762636","iNaturalist",2018,1,28,-72.603532,-41.598412
"Nothofagus alpina (Poepp. & Endl.) Oerst.","255684080","iNaturalist",2024,12,7,-71.906633,-39.879647
"Nothofagus alpina (Poepp. & Endl.) Oerst.","255227221","iNaturalist",2024,12,15,-72.941734,-37.940993
"Nothofagus alpina (Poepp. & Endl.) Oerst.","255995771","iNaturalist",2024,12,22,-72.753283,-41.521709
"Nothofagus alpina (Poepp. & Endl.) Oerst.","252955563","iNaturalist",2024,11,24,-72.2109,-38.632083
"Nothofagus alpina (Poepp. & Endl.) Oerst.","252642437","iNaturalist",2024,11,22,-71.741803,-38.460789
"Nothofagus alpina (Poepp. & Endl.) Oerst.","251942662","iNaturalist",2024,11,16,-71.818097,-38.21265
"Nothofagus alpina (Poepp. & Endl.) Oerst.","116193216","iNaturalist",2022,4,30,-71.02577,-35.416909
"Nothofagus alpina (Poepp. & Endl.) Oerst.","125878297","iNaturalist",2022,6,17,-71.019992,-35.405749
"Nothofagus alpina (Poepp. & Endl.) Oerst.","221233915","iNaturalist",2024,1,16,-71.536694,-39.553637
"Nothofagus alpina (Poepp. & Endl.) Oerst.","222139575","iNaturalist",2019,5,20,-71.537404,-39.553361
"Nothofagus alpina (Poepp. & Endl.) Oerst.","127613020","iNaturalist",2022,6,18,-71.007793,-35.400446
"Nothofagus alpina (Poepp. & Endl.) Oerst.","170137151","iNaturalist",2021,6,2,-71.025962,-35.403962
"Nothofagus alpina (Poepp. & Endl.) Oerst.","116193213","iNaturalist",2022,4,30,-71.02577,-35.416909
"Nothofagus alpina (Poepp. & Endl.) Oerst.","127032322","iNaturalist",2022,6,17,-71.025056,-35.411065
"Nothofagus alpina (Poepp. & Endl.) Oerst.","227660771","iNaturalist",2019,5,22,-71.621293,-38.681241
"Nothofagus alpina (Poepp. & Endl.) Oerst.","201532817","iNaturalist",2024,3,2,-71.583718,-37.897485
"Nothofagus alpina (Poepp. & Endl.) Oerst.","170138622","iNaturalist",2021,6,2,-70.992372,-35.394456
"Nothofagus alpina (Poepp. & Endl.) Oerst.","151987703","iNaturalist",2021,6,4,-70.983842,-35.470393
"Nothofagus alpina (Poepp. & Endl.) Oerst.","215944623","iNaturalist",2024,1,17,-71.916934,-39.870347
"Nothofagus alpina (Poepp. & Endl.) Oerst.","125878301","iNaturalist",2022,6,17,-71.019992,-35.405749
"Nothofagus alpina (Poepp. & Endl.) Oerst.","127613021","iNaturalist",2022,6,18,-71.007793,-35.400446
"Nothofagus alpina (Poepp. & Endl.) Oerst.","125878295","iNaturalist",2022,6,17,-71.019992,-35.405749
"Nothofagus alpina (Poepp. & Endl.) Oerst.","127613022","iNaturalist",2022,6,18,-71.007793,-35.400446
"Nothofagus alpina (Poepp. & Endl.) Oerst.","170140633","iNaturalist",2021,6,2,-70.992372,-35.394456
"Nothofagus alpina (Poepp. & Endl.) Oerst.","167130627","iNaturalist",2023,6,10,-71.019514,-35.431702
"Nothofagus alpina (Poepp. & Endl.) Oerst.","228294284","iNaturalist",2019,5,20,-71.564855,-39.54698
"Nothofagus alpina (Poepp. & Endl.) Oerst.","116193212","iNaturalist",2022,4,30,-71.02577,-35.416909
"Nothofagus alpina (Poepp. & Endl.) Oerst.","125878294","iNaturalist",2022,6,17,-71.019992,-35.405749
"Nothofagus alpina (Poepp. & Endl.) Oerst.","174724341","iNaturalist",2018,12,27,-71.027505,-35.414862
"Nothofagus alpina (Poepp. & Endl.) Oerst.","170136379","iNaturalist",2021,6,3,-71.020861,-35.428287
"Nothofagus alpina (Poepp. & Endl.) Oerst.","127613018","iNaturalist",2022,6,18,-71.007793,-35.400446
"Nothofagus alpina (Poepp. & Endl.) Oerst.","116193214","iNaturalist",2022,4,30,-71.02577,-35.416909
"Nothofagus alpina (Poepp. & Endl.) Oerst.","125878299","iNaturalist",2022,6,17,-71.019992,-35.405749
"Nothofagus alpina (Poepp. & Endl.) Oerst.","168388663","iNaturalist",2019,5,23,-71.821833,-38.216166
"Nothofagus alpina (Poepp. & Endl.) Oerst.","167140729","iNaturalist",2023,6,11,-70.996496,-35.398693
"Nothofagus alpina (Poepp. & Endl.) Oerst.","204279413","iNaturalist",2018,12,29,-71.025287,-35.41676
"Nothofagus alpina (Poepp. & Endl.) Oerst.","228744626","iNaturalist",2023,12,27,-71.518202,-36.498686
"Nothofagus alpina (Poepp. & Endl.) Oerst.","144425269","iNaturalist",2022,12,8,-71.612837,-36.802107
"Nothofagus alpina (Poepp. & Endl.) Oerst.","221961741","iNaturalist",2023,11,29,-71.521853,-36.502445
"Nothofagus alpina (Poepp. & Endl.) Oerst.","221719541","iNaturalist",2023,11,28,-71.403368,-36.655096
"Nothofagus alpina (Poepp. & Endl.) Oerst.","217942453","iNaturalist",2024,5,23,-72.083426,-36.597046
"Nothofagus alpina (Poepp. & Endl.) Oerst.","215277078","iNaturalist",2024,5,12,-73.011479,-41.35196
"Nothofagus alpina (Poepp. & Endl.) Oerst.","208860928","iNaturalist",2024,2,20,-72.186782,-40.655109
"Nothofagus alpina (Poepp. & Endl.) Oerst.","208034522","iNaturalist",2024,3,27,-71.621283,-38.672756
"Nothofagus alpina (Poepp. & Endl.) Oerst.","204863452","iNaturalist",2024,3,30,-71.578628,-38.467812
"Nothofagus alpina (Poepp. & Endl.) Oerst.","204833378","iNaturalist",2024,3,31,-71.629325,-38.751206
"Nothofagus alpina (Poepp. & Endl.) Oerst.","202277711","iNaturalist",2024,3,1,-71.654822,-37.069889
"Nothofagus alpina (Poepp. & Endl.) Oerst.","201804497","iNaturalist",2024,2,20,-71.813265,-38.540799
"Nothofagus alpina (Poepp. & Endl.) Oerst.","200783779","iNaturalist",2024,2,28,-72.540634,-36.282789
"Nothofagus alpina (Poepp. & Endl.) Oerst.","200723035","iNaturalist",2024,2,28,-72.540879,-36.282519
"Nothofagus alpina (Poepp. & Endl.) Oerst.","200619729","iNaturalist",2024,2,27,-71.574353,-36.874802
"Nothofagus alpina (Poepp. & Endl.) Oerst.","200315485","iNaturalist",2024,2,11,-71.811935,-38.573824
"Nothofagus alpina (Poepp. & Endl.) Oerst.","200521346","iNaturalist",2024,2,23,-71.071416,-35.680396
"Nothofagus alpina (Poepp. & Endl.) Oerst.","200471971","iNaturalist",2024,2,21,-71.917071,-39.869043
"Nothofagus alpina (Poepp. & Endl.) Oerst.","199840805","iNaturalist",2024,2,19,-73.72907,-42.483917
"Nothofagus alpina (Poepp. & Endl.) Oerst.","199351132","iNaturalist",2024,1,19,-71.513305,-38.578643
"Nothofagus alpina (Poepp. & Endl.) Oerst.","199300555","iNaturalist",2024,2,10,-71.917647,-39.869862
"Nothofagus alpina (Poepp. & Endl.) Oerst.","198407874","iNaturalist",2024,1,12,-71.103031,-35.698562
"Nothofagus alpina (Poepp. & Endl.) Oerst.","197341292","iNaturalist",2023,12,3,-71.563692,-37.966113
"Nothofagus alpina (Poepp. & Endl.) Oerst.","197551893","iNaturalist",2023,11,24,-72.984803,-41.31383
"Nothofagus alpina (Poepp. & Endl.) Oerst.","66530010","iNaturalist",2020,12,12,-71.916817,-39.870455
"Nothofagus alpina (Poepp. & Endl.) Oerst.","196143424","iNaturalist",2023,4,30,-71.563928,-39.551917
"Nothofagus alpina (Poepp. & Endl.) Oerst.","193023280","iNaturalist",2023,12,3,-71.563745,-39.552037
"Nothofagus alpina (Poepp. & Endl.) Oerst.","192198618","iNaturalist",2023,10,31,-71.780661,-39.368617
"Nothofagus alpina (Poepp. & Endl.) Oerst.","191266799","iNaturalist",2023,11,13,-71.586662,-38.459761
"Nothofagus alpina (Poepp. & Endl.) Oerst.","191089317","iNaturalist",2023,11,13,-72.677821,-38.246036
"Nothofagus alpina (Poepp. & Endl.) Oerst.","190596000","iNaturalist",2023,11,10,-73.137941,-40.568902
"Nothofagus alpina (Poepp. & Endl.) Oerst.","190594756","iNaturalist",2023,11,10,-73.137254,-40.568593
"Nothofagus alpina (Poepp. & Endl.) Oerst.","190235896","iNaturalist",2023,11,4,-72.048541,-36.890924
"Nothofagus alpina (Poepp. & Endl.) Oerst.","190235898","iNaturalist",2023,11,4,-72.053691,-36.889688
"Nothofagus alpina (Poepp. & Endl.) Oerst.","190235897","iNaturalist",2023,11,4,-72.046052,-36.890963
"Nothofagus alpina (Poepp. & Endl.) Oerst.","189490842","iNaturalist",2023,10,30,-73.159927,-39.236003
"Nothofagus alpina (Poepp. & Endl.) Oerst.","186975759","iNaturalist",2023,10,9,-72.79293,-36.777883
"Nothofagus alpina (Poepp. & Endl.) Oerst.","185470093","iNaturalist",2023,9,29,-73.088133,-40.587013
"Nothofagus alpina (Poepp. & Endl.) Oerst.","183606858","iNaturalist",2017,3,18,-71.343519,-38.813114
"Nothofagus alpina (Poepp. & Endl.) Oerst.","57419","UCh",2000,9,18,-70.975823,-35.231456
"Nothofagus alpina (Poepp. & Endl.) Oerst.","177204942","iNaturalist",2016,5,13,-71.620813,-38.669955
"Nothofagus alpina (Poepp. & Endl.) Oerst.","177204939","iNaturalist",2016,5,13,-71.311828,-38.673994
"Nothofagus alpina (Poepp. & Endl.) Oerst.","173329219","iNaturalist",2023,5,19,-71.517998,-36.899492
"Nothofagus alpina (Poepp. & Endl.) Oerst.","173133720","iNaturalist",2023,5,19,-71.516815,-36.89977
"Nothofagus alpina (Poepp. & Endl.) Oerst.","173133716","iNaturalist",2023,5,19,-71.516201,-36.899925
"Nothofagus alpina (Poepp. & Endl.) Oerst.","173329284","iNaturalist",2023,5,19,-71.518622,-36.896918
"Nothofagus alpina (Poepp. & Endl.) Oerst.","173133748","iNaturalist",2023,5,19,-71.517446,-36.899614
"Nothofagus alpina (Poepp. & Endl.) Oerst.","173329220","iNaturalist",2023,5,19,-71.518015,-36.899488
"Nothofagus alpina (Poepp. & Endl.) Oerst.","151407135","iNaturalist",2023,1,21,-72.858455,-37.801697
"Nothofagus alpina (Poepp. & Endl.) Oerst.","170115112","iNaturalist",2023,5,18,-71.519467,-36.968718
"Nothofagus alpina (Poepp. & Endl.) Oerst.","159083857","iNaturalist",2009,10,6,-71.977444,-39.269508
"Nothofagus alpina (Poepp. & Endl.) Oerst.","153510730","iNaturalist",2023,4,3,-71.563726,-38.457853
"Nothofagus alpina (Poepp. & Endl.) Oerst.","153283775","iNaturalist",2023,3,23,-71.889744,-38.440424
"Nothofagus alpina (Poepp. & Endl.) Oerst.","150837465","iNaturalist",2023,1,4,-73.11571,-37.664445
"Nothofagus alpina (Poepp. & Endl.) Oerst.","150837466","iNaturalist",2023,1,4,-73.115839,-37.664513
"Nothofagus alpina (Poepp. & Endl.) Oerst.","149368512","iNaturalist",2023,2,21,-71.600392,-36.704135
"Nothofagus alpina (Poepp. & Endl.) Oerst.","149366973","iNaturalist",2023,2,21,-71.603725,-36.703942
"Nothofagus alpina (Poepp. & Endl.) Oerst.","147736122","iNaturalist",2023,1,20,-71.735517,-37.266157
"Nothofagus alpina (Poepp. & Endl.) Oerst.","147735432","iNaturalist",2023,1,20,-71.735452,-37.264327
"Nothofagus alpina (Poepp. & Endl.) Oerst.","149145107","iNaturalist",2023,2,19,-72.092117,-39.339251
"Nothofagus alpina (Poepp. & Endl.) Oerst.","147743664","iNaturalist",2023,1,13,-72.259656,-40.200021
"Nothofagus alpina (Poepp. & Endl.) Oerst.","147895612","iNaturalist",2023,2,2,-71.780677,-39.369629
"Nothofagus alpina (Poepp. & Endl.) Oerst.","147348342","iNaturalist",2018,10,20,-71.022748,-35.594304
"Nothofagus alpina (Poepp. & Endl.) Oerst.","146656878","iNaturalist",2023,1,15,-73.354298,-40.23753
"Nothofagus alpina (Poepp. & Endl.) Oerst.","146217628","iNaturalist",2022,9,28,-72.254258,-40.156333
"Nothofagus alpina (Poepp. & Endl.) Oerst.","146138995","iNaturalist",2022,10,24,-72.833376,-39.9689
"Nothofagus alpina (Poepp. & Endl.) Oerst.","146083959","iNaturalist",2023,1,5,-71.631028,-37.748158
"Nothofagus alpina (Poepp. & Endl.) Oerst.","","",2022,10,15,-71.693097,-37.765594
"Nothofagus alpina (Poepp. & Endl.) Oerst.","","",2022,4,7,-72.427808,-37.95938
"Nothofagus alpina (Poepp. & Endl.) Oerst.","","",2022,5,9,-73.250258,-39.83054
"Nothofagus alpina (Poepp. & Endl.) Oerst.","143808309","iNaturalist",2022,12,5,-72.629982,-39.364281
"Nothofagus alpina (Poepp. & Endl.) Oerst.","142304903","iNaturalist",2022,11,14,-71.774437,-38.557751
"Nothofagus alpina (Poepp. & Endl.) Oerst.","140452330","iNaturalist",2022,10,29,-71.910478,-39.863695
"Nothofagus alpina (Poepp. & Endl.) Oerst.","142091556","iNaturalist",2022,11,15,-72.621656,-39.368929
"Nothofagus alpina (Poepp. & Endl.) Oerst.","141922216","iNaturalist",2022,11,5,-72.037727,-36.887389
"Nothofagus alpina (Poepp. & Endl.) Oerst.","141922218","iNaturalist",2022,11,5,-72.039443,-36.887942
"Nothofagus alpina (Poepp. & Endl.) Oerst.","140973307","iNaturalist",2022,11,1,-73.266541,-39.802048
"Nothofagus alpina (Poepp. & Endl.) Oerst.","","",2021,5,7,-71.228341,-34.651647
"Nothofagus alpina (Poepp. & Endl.) Oerst.","","",2021,11,28,-72.394901,-40.320994
"Nothofagus alpina (Poepp. & Endl.) Oerst.","","",2021,4,17,-72.672589,-40.765245
"Nothofagus alpina (Poepp. & Endl.) Oerst.","","",2021,1,19,-71.785446,-39.384737
"Nothofagus alpina (Poepp. & Endl.) Oerst.","","",2021,1,15,-71.937729,-39.850117
"Nothofagus alpina (Poepp. & Endl.) Oerst.","","",2021,12,15,-72.069555,-45.571427
"Nothofagus alpina (Poepp. & Endl.) Oerst.","","",2022,1,28,-71.859266,-39.281425
"Nothofagus alpina (Poepp. & Endl.) Oerst.","","",2021,5,23,-71.636571,-37.09517
"Nothofagus alpina (Poepp. & Endl.) Oerst.","","",2021,1,17,-71.786732,-39.385114
"Nothofagus alpina (Poepp. & Endl.) Oerst.","","",2021,5,15,-71.943437,-39.317831
"Nothofagus alpina (Poepp. & Endl.) Oerst.","","",2021,4,20,-71.600763,-38.486347
"Nothofagus alpina (Poepp. & Endl.) Oerst.","","",2021,1,6,-71.828176,-39.356624
"Nothofagus alpina (Poepp. & Endl.) Oerst.","","",2021,9,28,-72.98737,-41.329403
"Nothofagus alpina (Poepp. & Endl.) Oerst.","","",2022,4,17,-73.24659,-39.807178
"Nothofagus alpina (Poepp. & Endl.) Oerst.","","",2021,10,31,-71.628251,-36.854137
"Nothofagus alpina (Poepp. & Endl.) Oerst.","","",2020,12,23,-73.012635,-41.301318
"Nothofagus alpina (Poepp. & Endl.) Oerst.","139430790","iNaturalist",2022,10,20,-72.076912,-36.601585
"Nothofagus alpina (Poepp. & Endl.) Oerst.","138669449","iNaturalist",2021,12,12,-72.993297,-36.876396
"Nothofagus alpina (Poepp. & Endl.) Oerst.","130947942","iNaturalist",2022,1,6,-73.030525,-41.124428
"Nothofagus alpina (Poepp. & Endl.) Oerst.","122219190","iNaturalist",2018,12,4,-71.614808,-35.864575
"Nothofagus alpina (Poepp. & Endl.) Oerst.","122763049","iNaturalist",2019,10,18,-71.135302,-35.711617
"Nothofagus alpina (Poepp. & Endl.) Oerst.","117530420","iNaturalist",2022,5,14,-72.949089,-37.236451
"Nothofagus alpina (Poepp. & Endl.) Oerst.","38945881","iNaturalist",2018,12,30,-71.621673,-36.868581
"Nothofagus alpina (Poepp. & Endl.) Oerst.","112110842","iNaturalist",2022,4,16,-71.027714,-35.597603
"Nothofagus alpina (Poepp. & Endl.) Oerst.","109818869","iNaturalist",2003,5,1,-71.714535,-39.156913
"Nothofagus alpina (Poepp. & Endl.) Oerst.","109818863","iNaturalist",2003,4,28,-71.644166,-38.647791
"Nothofagus alpina (Poepp. & Endl.) Oerst.","108630045","iNaturalist",2022,3,10,-71.673027,-38.474384
"Nothofagus alpina (Poepp. & Endl.) Oerst.","","",2018,NA,NA,-71.792,-38.116
"Nothofagus alpina (Poepp. & Endl.) Oerst.","107706587","iNaturalist",2022,2,27,-71.874574,-37.114731
"Nothofagus alpina (Poepp. & Endl.) Oerst.","26352535","iNaturalist",2019,5,18,-71.615825,-38.650381
"Nothofagus alpina (Poepp. & Endl.) Oerst.","106821508","iNaturalist",2008,12,25,-71.416761,-36.554043
"Nothofagus alpina (Poepp. & Endl.) Oerst.","106821509","iNaturalist",2008,12,25,-71.416895,-36.553857
"Nothofagus alpina (Poepp. & Endl.) Oerst.","106923908","iNaturalist",2013,11,1,-71.966304,-37.679444
"Nothofagus alpina (Poepp. & Endl.) Oerst.","106251792","iNaturalist",2022,2,4,-71.843033,-39.496567
"Nothofagus alpina (Poepp. & Endl.) Oerst.","105871332","iNaturalist",2022,1,29,-70.916672,-35.214783
"Nothofagus alpina (Poepp. & Endl.) Oerst.","105983366","iNaturalist",2012,5,5,-71.618038,-37.895941
"Nothofagus alpina (Poepp. & Endl.) Oerst.","102264439","iNaturalist",2018,5,19,-71.674805,-38.689798
"Nothofagus alpina (Poepp. & Endl.) Oerst.","102264438","iNaturalist",2018,5,19,-71.674805,-38.689798
"Nothofagus alpina (Poepp. & Endl.) Oerst.","102264436","iNaturalist",2018,5,19,-71.673544,-38.691048
"Nothofagus alpina (Poepp. & Endl.) Oerst.","103891594","iNaturalist",2005,12,17,-71.96062,-39.853264
"Nothofagus alpina (Poepp. & Endl.) Oerst.","103891595","iNaturalist",2008,11,1,-71.95959,-39.862225
"Nothofagus alpina (Poepp. & Endl.) Oerst.","103891591","iNaturalist",2008,11,22,-71.958732,-39.855514
"Nothofagus alpina (Poepp. & Endl.) Oerst.","103891592","iNaturalist",2008,12,25,-71.963024,-39.855109
"Nothofagus alpina (Poepp. & Endl.) Oerst.","102124355","iNaturalist",2014,4,12,-71.596133,-38.405988
"Nothofagus alpina (Poepp. & Endl.) Oerst.","102124356","iNaturalist",2014,4,12,-71.596141,-38.405985
"Nothofagus alpina (Poepp. & Endl.) Oerst.","100709565","iNaturalist",2021,11,5,-71.208538,-35.597685
"Nothofagus alpina (Poepp. & Endl.) Oerst.","100709611","iNaturalist",2021,11,5,-71.208538,-35.597685
"Nothofagus alpina (Poepp. & Endl.) Oerst.","99876325","iNaturalist",2021,10,30,-71.536206,-39.553379
"Nothofagus alpina (Poepp. & Endl.) Oerst.","99886317","iNaturalist",2021,10,30,-72.993562,-39.857553
"Nothofagus alpina (Poepp. & Endl.) Oerst.","97593295","iNaturalist",2021,10,8,-72.210307,-38.631328
"Nothofagus alpina (Poepp. & Endl.) Oerst.","94364328","iNaturalist",2016,6,18,-71.615011,-36.825332
"Nothofagus alpina (Poepp. & Endl.) Oerst.","94364456","iNaturalist",2016,6,18,-71.615011,-36.825332
"Nothofagus alpina (Poepp. & Endl.) Oerst.","47343316","iNaturalist",2020,3,18,-71.708014,-36.845421
"Nothofagus alpina (Poepp. & Endl.) Oerst.","86231442","iNaturalist",2021,7,8,-72.9983,-36.935588
"Nothofagus alpina (Poepp. & Endl.) Oerst.","74896304","iNaturalist",2021,4,22,-72.660233,-38.7509
"Nothofagus alpina (Poepp. & Endl.) Oerst.","74896096","iNaturalist",2021,4,22,-72.659606,-38.749502
"Nothofagus alpina (Poepp. & Endl.) Oerst.","50624091","iNaturalist",2018,5,28,-71.777419,-36.841083
"Nothofagus alpina (Poepp. & Endl.) Oerst.","74878174","iNaturalist",2021,4,22,-73.048011,-36.84798
"Nothofagus alpina (Poepp. & Endl.) Oerst.","72202457","iNaturalist",2021,3,27,-72.803567,-39.957692
"Nothofagus alpina (Poepp. & Endl.) Oerst.","1729","LIB",2012,1,NA,-71.749443,-38.447379
"Nothofagus alpina (Poepp. & Endl.) Oerst.","1038","LIB",2012,1,NA,-71.728991,-36.798946
"Nothofagus alpina (Poepp. & Endl.) Oerst.","1751","LIB",2012,1,NA,-71.749194,-38.447781
"Nothofagus alpina (Poepp. & Endl.) Oerst.","68350138","iNaturalist",2021,1,18,-73.23184,-39.856213
"Nothofagus alpina (Poepp. & Endl.) Oerst.","68235667","iNaturalist",2021,1,5,-71.54795,-37.904567
"Nothofagus alpina (Poepp. & Endl.) Oerst.","67754563","iNaturalist",2021,1,8,-71.889075,-39.326083
"Nothofagus alpina (Poepp. & Endl.) Oerst.","67981213","iNaturalist",2018,5,3,-71.57963,-38.464632
"Nothofagus alpina (Poepp. & Endl.) Oerst.","65775974","iNaturalist",2020,11,28,-73.033811,-41.106072
"Nothofagus alpina (Poepp. & Endl.) Oerst.","65083174","iNaturalist",2020,11,17,-72.210381,-38.631266
"Nothofagus alpina (Poepp. & Endl.) Oerst.","49091268","iNaturalist",2020,4,30,-72.38085,-40.124541
"Nothofagus alpina (Poepp. & Endl.) Oerst.","38095095","iNaturalist",2019,12,21,-71.60882,-38.645128
"Nothofagus alpina (Poepp. & Endl.) Oerst.","34334142","iNaturalist",2019,10,13,-71.379704,-36.640521
"Nothofagus alpina (Poepp. & Endl.) Oerst.","ASU0036935","ASU",2001,11,4,-71.4358,-36.6293
"Nothofagus alpina (Poepp. & Endl.) Oerst.","ASU0036934","ASU",2001,11,4,-71.4358,-36.6293
"Nothofagus alpina (Poepp. & Endl.) Oerst.","25353906","iNaturalist",2019,2,19,-73.149933,-36.942044
"Nothofagus alpina (Poepp. & Endl.) Oerst.","21097508","iNaturalist",2018,12,4,-71.583497,-38.461169
"Nothofagus alpina (Poepp. & Endl.) Oerst.","20209430","iNaturalist",2019,2,7,-70.907341,-35.139164
"Nothofagus alpina (Poepp. & Endl.) Oerst.","19550101","iNaturalist",2018,11,11,-71.607595,-38.447908
"Nothofagus alpina (Poepp. & Endl.) Oerst.","19436228","iNaturalist",2018,12,6,-71.610284,-38.652787
"Nothofagus nervosa (Phil.) Krasser","MA-01-00686529","MA",2001,12,30,-71.771944,-39.409444
"Nothofagus alpina (Poepp. & Endl.) Oerst.","9234978","iNaturalist",2010,1,15,-71.740036,-38.214619
"Nothofagus alpina (Poepp. & Endl.) Oerst.","E00813545","RBGE",2017,2,27,-71.859722,-39.195
"Nothofagus alpina (Poepp. & Endl.) Oerst.","3115894","MO",2001,11,4,-71.43333,-36.61666
"Pilgerodendron uviferum (D.Don) Florin","E00653092","RBGE",2013,1,25,-73.263889,-39.951389
"Pilgerodendron uviferum (D.Don) Florin","E00653091","RBGE",2013,1,25,-73.263611,-39.951389
"Pilgerodendron uviferum (D.Don) Florin","E00653090","RBGE",2013,1,25,-73.141944,-39.827778
"Pilgerodendron uviferum (D.Don) Florin","E00653084","RBGE",2013,1,24,-73.1275,-39.959167
"Pilgerodendron uviferum (D.Don) Florin","E00653087","RBGE",2013,1,25,-73.141944,-39.827778
"Pilgerodendron uviferum (D.Don) Florin","E00653093","RBGE",2013,1,22,-73.309167,-39.895278
"Pilgerodendron uviferum (D.Don) Florin","E00653086","RBGE",2013,1,24,-73.136944,-39.976944
"Pilgerodendron uviferum (D.Don) Florin","E00653085","RBGE",2013,1,24,-73.136111,-39.976944
"Pilgerodendron uviferum (D.Don) Florin","E00649037","RBGE",2013,1,23,-73.417222,-39.994722
"Pilgerodendron uviferum (D.Don) Florin","E00649068","RBGE",2013,1,22,-73.309167,-39.895278
"Pilgerodendron uviferum (D.Don) Florin","20130277","E",2013,1,24,-73.387722,-40.003278
"Pilgerodendron uviferum (D.Don) Florin","20130288","E",2013,1,25,-73.141806,-39.827833
"Pilgerodendron uviferum (D.Don) Florin","20130286","E",2013,1,24,-73.136083,-39.976861
"Pilgerodendron uviferum (D.Don) Florin","20130287","E",2013,1,24,-73.136889,-39.977
"Pilgerodendron uviferum (D.Don) Florin","20130290","E",2013,1,25,-73.261861,-39.952306
"Pilgerodendron uviferum (D.Don) Florin","20130289","E",2013,1,25,-73.141806,-39.827833
"Pilgerodendron uviferum (D.Don) Florin","20130291","E",2013,1,25,-73.2635,-39.951361
"Pilgerodendron uviferum (D.Don) Florin","20130280","E",2013,1,24,-73.39625,-40.002639
"Pilgerodendron uviferum (D.Don) Florin","20130279","E",2013,1,24,-73.387722,-40.003278
"Pilgerodendron uviferum (D.Don) Florin","20130278","E",2013,1,24,-73.387722,-40.003278
"Pilgerodendron uviferum (D.Don) Florin","20130256","E",2013,1,22,-73.309139,-39.895194
"Pilgerodendron uviferum (D.Don) Florin","20130292","E",2013,1,25,-73.26375,-39.951347
"Pilgerodendron uviferum (D.Don) Florin","20130285","E",2013,1,24,-73.1275,-39.959028
"Pilgerodendron uviferum (D.Don) Florin","20130282","E",2013,1,24,-73.412556,-40.002417
"Pilgerodendron uviferum (D.Don) Florin","20130284","E",2013,1,24,-73.45275,-39.971944
"Pilgerodendron uviferum (D.Don) Florin","20130281","E",2013,1,24,-73.39625,-40.002639
"Pilgerodendron uviferum (D.Don) Florin","20130260","E",2013,1,22,-73.309139,-39.895194
"Pilgerodendron uviferum (D.Don) Florin","20130259","E",2013,1,22,-73.309139,-39.895194
"Pilgerodendron uviferum (D.Don) Florin","20130257","E",2013,1,22,-73.309139,-39.895194
"Pilgerodendron uviferum (D.Don) Florin","20130258","E",2013,1,22,-73.309139,-39.895194
"Pilgerodendron uviferum (D.Don) Florin","20130273","E",2013,1,23,-73.417278,-39.994639
"Pilgerodendron uviferum (D.Don) Florin","E00593088","RBGE",2012,4,3,-73.246111,-39.950833
"Pilgerodendron uviferum (D.Don) Florin","E00593083","RBGE",2012,4,3,-73.127222,-39.958889
"Pilgerodendron uviferum (D.Don) Florin","E00593087","RBGE",2012,4,3,-73.083889,-39.758333
"Pilgerodendron uviferum (D.Don) Florin","E00593090","RBGE",2012,4,3,-73.127222,-39.958889
"Pilgerodendron uviferum (D.Don) Florin","E00167238","RBGE",2002,9,17,-72.1,-39.6
"Pilgerodendron uviferum (D.Don) Florin","E00166136","RBGE",2002,9,13,-73.033333,-41.4
"Pilgerodendron uviferum (D.Don) Florin","E00236131","RBGE",2006,2,23,-72.394722,-51.9425
"Pilgerodendron uviferum (D.Don) Florin","280247441","iNaturalist",2025,3,28,-73.753402,-42.224219
